questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,service_type,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12804536,846403000,Nurse (Operating Room),HSJW256740964536DHA,Department of Defense,0610,Nurse,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Fort Riley, Kansas",GS-12,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.298587
https://apply.usastaffing.gov/ViewQuestionnaire/12804496,846403800,Registered Nurse-Surgery Coordinator- Urology,CBSY-12804496-25-CRB,Department of Veterans Affairs,0610,Nurse,2025-09-18 16:25:11.110,2025-09-26T23:59:59.9970,"Minneapolis, Minnesota",AD-00,36 Hours,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.299089
https://apply.usastaffing.gov/ViewQuestionnaire/12804527,846404100,Registered Nurse-Surgical Intensive Care Unit (SICU),CBTA-12804527-25-ADS,Department of Veterans Affairs,0610,Nurse,2025-09-18 16:25:43.973,2025-09-26T23:59:59.9970,"Asheville, North Carolina",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.299526
https://apply.usastaffing.gov/ViewQuestionnaire/12802766,846404900,Registered Nurse (Progressive Care Unit),CAZM-12802766-25-MO,Department of Veterans Affairs,0610,Nurse,2025-09-18 16:28:42.417,2025-09-24T23:59:59.9970,"San Antonio, Texas",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.299974
https://apply.usastaffing.gov/ViewQuestionnaire/12803553,846407300,Quality Management Consultant Risk Management-Registered Nurse,CBSS-12803553-25-LTR,Department of Veterans Affairs,0610,Nurse,2025-09-18 16:38:27.227,2025-09-26T23:59:59.9970,"Kansas City, Missouri",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.300408
https://apply.usastaffing.gov/ViewQuestionnaire/12804325,846407400,Supervisory Nurse (OB/GYN),HSJW250736434325DHA,Department of Defense,0610,Nurse,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Fort Carson, Colorado",GS-12,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.300772
https://apply.usastaffing.gov/ViewQuestionnaire/12803866,846408700,Nurse Practitioner Psychiatric  Mental Health (BHIP),CBTG-12803866-25-UJ,Department of Veterans Affairs,0610,Nurse,2025-09-18 17:45:29.127,2025-09-25T23:59:59.9970,"Chattanooga, Tennessee",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.301266
https://apply.usastaffing.gov/ViewQuestionnaire/12804564,846409500,Registered Nurse - Domiciliary Mental Health,CBSS-12804564-25-CNH,Department of Veterans Affairs,0610,Nurse,2025-09-18 16:47:00.457,2025-09-26T23:59:59.9970,"Wichita, Kansas",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.301745
https://apply.usastaffing.gov/ViewQuestionnaire/12803755,846411700,Progressive Care Registered Nurse,CBSU-12803755-25-VS,Department of Veterans Affairs,0610,Nurse,2025-09-18 17:12:11.440,2025-09-26T23:59:59.9970,"Oklahoma City, Oklahoma",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.302230
https://apply.usastaffing.gov/ViewQuestionnaire/12796841,846411800,"Nurse (Inpatient, Med/Surg, 9D)",CBSV-12796841-25-MBM,Department of Veterans Affairs,0610,Nurse,2025-09-18 17:11:49.360,2025-09-26T23:59:59.9970,"Portland, Oregon",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.302709
https://apply.usastaffing.gov/ViewQuestionnaire/12803364,846413100,Registered Nurse - Pain Management,CBSZ-12803364-25-STJ,Department of Veterans Affairs,0610,Nurse,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Allentown, Pennsylvania",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.303182
https://apply.usastaffing.gov/ViewQuestionnaire/12804328,846413300,Registered Nurse (ICU),CBSX-12804328-25-PAB,Department of Veterans Affairs,0610,Nurse,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Los Angeles, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.303636
https://apply.usastaffing.gov/ViewQuestionnaire/12802645,846413700,Registered Nurse - Patient Flow Program Supervisor,CBSS-12802645-25-LD,Department of Veterans Affairs,0610,Nurse,2025-09-18 17:29:20.390,2025-09-26T23:59:59.9970,"Saint Louis, Missouri",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.304083
https://apply.usastaffing.gov/ViewQuestionnaire/12803263,846413900,Supervisory Nurse (Clinical),HSJT259247983263,Department of Defense,0610,Nurse,2025-09-18 17:30:32.333,2025-09-23T23:59:59.9970,"Patuxent River, Maryland",GS-11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.304451
https://apply.usastaffing.gov/ViewQuestionnaire/12801368,846415100,Nursing Quality Manager,CBSX-12801368-25-SW,Department of Veterans Affairs,0610,Nurse,2025-09-19 00:00:00.000,2025-09-22T23:59:59.9970,"San Diego, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.304932
https://apply.usastaffing.gov/ViewQuestionnaire/12804573,846415200,Registered Nurse Care Coordinator (Surgical Specialties),CBSX-12804573-25-IH,Department of Veterans Affairs,0610,Nurse,2025-09-18 17:51:44.373,2025-09-23T23:59:59.9970,"San Diego, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.305402
https://apply.usastaffing.gov/ViewQuestionnaire/12803846,846416000,"Registered Nurse, Outpatient Mental Health",CBSX-12803846-25-DB,Department of Veterans Affairs,0610,Nurse,2025-09-18 18:04:24.167,2025-09-26T23:59:59.9970,"Scottsdale, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.305845
https://apply.usastaffing.gov/ViewQuestionnaire/12804607,846418300,Registered Nurse (Operating Room),CBSX-12804607-25-RS,Department of Veterans Affairs,0610,Nurse,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Phoenix, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.306315
https://apply.usastaffing.gov/ViewQuestionnaire/12803530,846419000,Supervisory Nurse (Administrative/ Case Management),HSJG250552833530HW,Department of Defense,0610,Nurse,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Tripler Army Medical Center, Hawaii",GS-13,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.306676
https://apply.usastaffing.gov/ViewQuestionnaire/12789902,846321200,Licensed Practical Nurse- Primary Care/Telehealth,CBSY-12789902-25-AD,Department of Veterans Affairs,0620,Practical Nurse,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,"Shenandoah, Iowa",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.307723
https://apply.usastaffing.gov/ViewQuestionnaire/12791962,846322300,Licensed Practical Nurse- Primary Care Women's Clinic,CBSY-12791962-25-AD,Department of Veterans Affairs,0620,Practical Nurse,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,"Omaha, Nebraska",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.308268
https://apply.usastaffing.gov/ViewQuestionnaire/12796594,846329900,Licensed Practical Nurse-Hematology/Oncology,CBSR-12796594-25-MC,Department of Veterans Affairs,0620,Practical Nurse,2025-09-18 11:49:03.497,2025-09-29T23:59:59.9970,"Kent, Ohio",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.308760
https://apply.usastaffing.gov/ViewQuestionnaire/12803991,846333500,Licensed Practical Nurse,CBSU-12803991-25-TDG,Department of Veterans Affairs,0620,Practical Nurse,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-7,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.309262
https://apply.usastaffing.gov/ViewQuestionnaire/12803264,846341900,Licensed Practical Nurse,CBSU-12803264-25-TDG,Department of Veterans Affairs,0620,Practical Nurse,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-3/6,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.309702
https://apply.usastaffing.gov/ViewQuestionnaire/12801501,846361300,Practical Nurse,HSJG250638351501HW,Department of Defense,0620,Practical Nurse,2025-09-18 13:52:49.993,2025-09-25T23:59:59.9970,"Tripler Army Medical Center, Hawaii",GS-5,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.310514
https://apply.usastaffing.gov/ViewQuestionnaire/12803856,846367900,Licensed Practical Nurse,CBSZ-12803856-25-TG,Department of Veterans Affairs,0620,Practical Nurse,2025-09-18 14:18:12.790,2025-09-26T23:59:59.9970,"Erie, Pennsylvania",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.311017
https://apply.usastaffing.gov/ViewQuestionnaire/12803328,846384700,Practical Nurse,CBTD-12803328-25-TL,Department of Veterans Affairs,0620,Practical Nurse,2025-09-18 15:12:14.753,2025-09-26T23:59:59.9970,"Jamaica Plain, Massachusetts",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.311560
https://apply.usastaffing.gov/ViewQuestionnaire/12804073,846386700,Practical Nurse (Surgical Specialty),CBTA-12804073-25-DF,Department of Veterans Affairs,0620,Practical Nurse,2025-09-18 15:16:35.437,2025-09-25T23:59:59.9970,"Durham, North Carolina",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.312112
https://apply.usastaffing.gov/ViewQuestionnaire/12797960,846391900,Licensed Practical or Vocational Nurse,CBST-12797960-25-MB,Department of Veterans Affairs,0620,Practical Nurse,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Hot Springs, Arkansas",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.312637
https://apply.usastaffing.gov/ViewQuestionnaire/12804262,846394400,Practical Nurse,CAZP-12804262-25-CD,Department of Veterans Affairs,0620,Practical Nurse,2025-09-18 15:42:38.843,2025-09-26T23:59:59.9970,"La Crosse, Wisconsin",GS-7,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.313125
https://apply.usastaffing.gov/ViewQuestionnaire/12803694,846403900,Licensed Vocational Nurse (CLC-B) - EDRP Approved,CAZM-12803694-25-KSB,Department of Veterans Affairs,0620,Practical Nurse,2025-09-18 16:25:22.597,2025-09-25T23:59:59.9970,"Amarillo, Texas",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.313655
https://apply.usastaffing.gov/ViewQuestionnaire/12804615,846418400,Licensed Practical Nurse (32nd Street),CBSX-12804615-25-RS,Department of Veterans Affairs,0620,Practical Nurse,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Phoenix, Arizona",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.314160
https://apply.usastaffing.gov/ViewQuestionnaire/12803269,846341600,Nursing Assistant,CBSU-12803269-25-TDG,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-3/5,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.314631
https://apply.usastaffing.gov/ViewQuestionnaire/12803878,846349700,Nursing Assistant Float Pool,CBSX-12803878-25-OA,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-18 13:05:55.300,2025-10-26T23:59:59.9970,"Albuquerque, New Mexico",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.315100
https://apply.usastaffing.gov/ViewQuestionnaire/12802356,846361600,Nursing Assistant,CBTD-12802356-25-JES,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,"White River Junction, Vermont",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.315581
https://apply.usastaffing.gov/ViewQuestionnaire/12804326,846380200,Nursing Assistant - 5W,CBSR-12804326-25-AC,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-18 14:59:11.087,2025-09-25T23:59:59.9970,"Ann Arbor, Michigan",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.316049
https://apply.usastaffing.gov/ViewQuestionnaire/12802460,846381100,Nursing Assistant- Acute Care,CBTE-12802460-25-KC,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-18 15:02:02.673,2025-09-25T23:59:59.9970,"Buffalo, New York",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.316491
https://apply.usastaffing.gov/ViewQuestionnaire/12798465,846385500,Nursing Assistant,CBSR-12798465-25-MG,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-18 15:14:08.833,2025-09-23T23:59:59.9970,"Cincinnati, Ohio",GS-3/5,8 Hours,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.316965
https://apply.usastaffing.gov/ViewQuestionnaire/12803879,846388500,Nursing Assistant-Inpatient Care,CBTG-12803879-25-SS,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-18 15:21:10.970,2025-09-26T23:59:59.9970,"Louisville, Kentucky",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.317469
https://apply.usastaffing.gov/ViewQuestionnaire/12793104,846394800,Nursing Assistant,CBTD-12793104-25-MES,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-18 15:45:09.793,2025-09-26T23:59:59.9970,"Jamaica Plain, Massachusetts",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.317940
https://apply.usastaffing.gov/ViewQuestionnaire/12804597,846416600,Nursing Assistant Hospice,CBSX-12804597-25-OA,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-18 18:08:03.613,2025-09-26T23:59:59.9970,"Albuquerque, New Mexico",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.318381
https://apply.usastaffing.gov/ViewQuestionnaire/12804314,846417200,Nursing Assistant - Nights,CBSS-12804314-25-KC,Department of Veterans Affairs,0621,Nursing Assistant,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Columbia, Missouri",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.318816
https://apply.usastaffing.gov/ViewQuestionnaire/12801459,846315700,Medical Supply Technician (Sterile Processing),CBTD-12801459-25-JES,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-09-18 09:16:02.360,2025-09-30T23:59:59.9970,"White River Junction, Vermont",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.321394
https://apply.usastaffing.gov/ViewQuestionnaire/12803367,846334000,Medical Supply Technician (Sterile Processing) - Coordinator,CBSU-12803367-25-TDG,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-7,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.321878
https://apply.usastaffing.gov/ViewQuestionnaire/12803423,846334800,Supervisory Medical Supply Technician (Sterile Processing),CBSU-12803423-25-TDG,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-8,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.322330
https://apply.usastaffing.gov/ViewQuestionnaire/12803348,846335600,Medical Supply Technician (Sterile Processing) - Advanced Level,CBSU-12803348-25-TDG,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-7,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.322783
https://apply.usastaffing.gov/ViewQuestionnaire/12803271,846341200,Medical Supply Technician (Sterile Processing),CBSU-12803271-25-TDG,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-3/6,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.323245
https://apply.usastaffing.gov/ViewQuestionnaire/12803408,846342400,Supervisory Medical Supply Technician (Sterile Processing) - Assistant Chief,CBSU-12803408-25-TDG,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-09-19 00:00:00.000,2025-09-26T23:59:59.9970,"Tulsa, Oklahoma",GS-9,All shifts are primarily Monday-Friday but may include rotating shifts on weekends and holidays.,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.323721
https://apply.usastaffing.gov/ViewQuestionnaire/12801460,846381900,Medical Supply Technician (Sterile Processing),CBTD-12801460-25-JES,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-09-18 15:03:59.680,2025-09-26T23:59:59.9970,"White River Junction, Vermont",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.324232
https://apply.usastaffing.gov/ViewQuestionnaire/12803441,846314900,Dietitian (Clinical) - Move,CBSY-12803441-25-GPA,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 09:11:23.523,2025-09-26T23:59:59.9970,"Omaha, Nebraska",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.324671
https://apply.usastaffing.gov/ViewQuestionnaire/12803442,846315000,Dietitian (Clinical) - Move,CBSY-12803442-25-GPA,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 09:11:26.333,2025-09-26T23:59:59.9970,"Omaha, Nebraska",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.325145
https://apply.usastaffing.gov/ViewQuestionnaire/12803551,846315500,Dietitian (Clinical) - Move,CBSY-12803551-25-GPA,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 09:15:31.820,2025-09-26T23:59:59.9970,"Omaha, Nebraska",GS-7/11,20 Hours,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.325581
https://apply.usastaffing.gov/ViewQuestionnaire/12803552,846315600,Dietitian (Clinical) - Move,CBSY-12803552-25-GPA,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 09:15:41.177,2025-09-26T23:59:59.9970,"Omaha, Nebraska",GS-7/11,20 Hours,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.326040
https://apply.usastaffing.gov/ViewQuestionnaire/12803049,846332000,Dietitian (Advanced Level Practice),CBSU-12803049-25-CH,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 11:55:55.930,2025-09-25T23:59:59.9970,"Aurora, Colorado",GS-12,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.326525
https://apply.usastaffing.gov/ViewQuestionnaire/12803050,846332100,Dietitian (Advanced Level Practice),CBSU-12803050-25-CH,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 11:55:58.317,2025-09-25T23:59:59.9970,"Aurora, Colorado",GS-12,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.327006
https://apply.usastaffing.gov/ViewQuestionnaire/12802622,846342000,Dietitian HBPC,CBSS-12802622-25-JCR,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 12:38:12.013,2025-09-29T23:59:59.9970,"Paducah, Kentucky",GS-7/11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.327416
https://apply.usastaffing.gov/ViewQuestionnaire/12802623,846342300,Dietitian HBPC,CBSS-12802623-25-JCR,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 12:39:10.483,2025-09-29T23:59:59.9970,"Paducah, Kentucky",GS-7/11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.327851
https://apply.usastaffing.gov/ViewQuestionnaire/12803184,846368000,Dietitian (Clinical),CBTF-12803184-25-GB,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 14:18:28.393,2025-09-25T23:59:59.9970,"Beckley, West Virginia",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.328356
https://apply.usastaffing.gov/ViewQuestionnaire/12803944,846369400,Dietitian (Clinical),CBTF-12803944-25-GB,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-18 14:22:00.867,2025-09-25T23:59:59.9970,"Beckley, West Virginia",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.328829
https://apply.usastaffing.gov/ViewQuestionnaire/12803003,846413000,Supervisory Dietitian  (Food Operations),CBSX-12803003-25-CR,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-19 00:00:00.000,2025-10-20T23:59:59.9970,"Albuquerque, New Mexico",GS-13,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.329295
https://apply.usastaffing.gov/ViewQuestionnaire/12800763,846416800,Dietitian (Clinical),CBTA-12800763-25-LW,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-09-19 00:00:00.000,2025-09-25T23:59:59.9970,"Fayetteville, North Carolina",GS-9/11,,Competitive,current_jobs_2025.parquet,2025-09-19T09:05:18.329729
https://apply.usastaffing.gov/ViewQuestionnaire/12803318,846347500,Occupational Therapist,CBSZ-12803318-25-MH,Department of Veterans Affairs,0631,Occupational Therapist,2025-09-18 12:56:49.943,2025-09-25T23:59:59.9970,"Altoona, Pennsylvania",GS-12,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.330189
https://apply.usastaffing.gov/ViewQuestionnaire/12804152,846406800,Occupational Therapist (Clinical Specialist) - Geriatric,CBSS-12804152-25-RG,Department of Veterans Affairs,0631,Occupational Therapist,2025-09-18 16:36:10.523,2025-09-26T23:59:59.9970,"Columbia, Missouri",GS-13,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.330643
https://apply.usastaffing.gov/ViewQuestionnaire/12803183,846330700,Physical Therapist- Amputation Care,CAZM-12803183-25-NCC,Department of Veterans Affairs,0633,Physical Therapist,2025-09-18 11:57:54.887,2025-09-25T23:59:59.9970,"San Antonio, Texas",GS-12,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.331126
https://apply.usastaffing.gov/ViewQuestionnaire/12800906,846331200,Physical Therapist,CBTD-12800906-25-MK,Department of Veterans Affairs,0633,Physical Therapist,2025-09-18 11:53:47.860,2025-10-02T23:59:59.9970,"Togus, Maine",GS-11/12,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.331664
https://apply.usastaffing.gov/ViewQuestionnaire/12800905,846331700,Physical Therapist,CBTD-12800905-25-MK,Department of Veterans Affairs,0633,Physical Therapist,2025-09-18 15:33:56.950,2025-09-26T23:59:59.9970,"Togus, Maine",GS-12,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.332226
https://apply.usastaffing.gov/ViewQuestionnaire/12803167,846331800,Physical Therapist (Amputation Care),CAZM-12803167-25-NCC,Department of Veterans Affairs,0633,Physical Therapist,2025-09-18 12:02:54.290,2025-09-25T23:59:59.9970,"San Antonio, Texas",GS-11/12,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.332719
https://apply.usastaffing.gov/ViewQuestionnaire/12804151,846406600,Physical Therapist (Clinical Specialist) - Geriatric,CBSS-12804151-25-RG,Department of Veterans Affairs,0633,Physical Therapist,2025-09-18 16:34:53.777,2025-09-26T23:59:59.9970,"Columbia, Missouri",GS-13,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.333176
https://apply.usastaffing.gov/ViewQuestionnaire/12804551,846410500,Physical Therapist (Clinical Specialist) - Geriatric,CBSS-12804551-25-RG,Department of Veterans Affairs,0633,Physical Therapist,2025-09-18 16:56:19.090,2025-09-26T23:59:59.9970,"Columbia, Missouri",GS-13,,Excepted,current_jobs_2025.parquet,2025-09-19T09:05:18.333611
